,district_id,apartment_addr_town,apartment_builder,apartment_build_year,apartment_build_month,school_name,school_addr_district,school_addr_town,st_name,apartment_floor_min,apartment_floor_max,apartment_parking,school_students,st_dist,st_volume,cluster
0,13,142,1571,2004,12,234,12,67,135,0.14093297278152653,1.8635688983668945,0.33130586112188215,0.5782109374388356,-1.0474457307537952,-0.47744747934591886,0
1,1,8,1798,2020,9,55,0,9,95,-0.44387910085777593,3.3190986190457186,0.8753012217409994,-0.7887673220327757,0.9089141299649768,-0.47744747934591886,0
2,1,8,1886,2003,3,26,0,9,32,0.14093297278152653,-0.3197256826513422,1.6986455513266907,0.11817017703973563,-0.819653199256807,-0.47744747934591886,3
3,1,8,1418,1982,11,25,0,145,32,-0.833753816617311,-1.0474905429907544,-0.9184132105706851,-1.7377656906274903,0.5290635158544781,-0.47744747934591886,3
4,1,8,1418,1982,11,345,0,9,13,-0.833753816617311,-1.0474905429907544,-1.0507364063969569,-0.8860330828028711,-0.3620503249052338,-0.47744747934591886,3
5,1,8,1418,1983,10,345,0,9,13,0.725745046420829,0.2624862056201876,-0.2126894994972355,-0.8860330828028711,-1.0077937862364594,-0.47744747934591886,0
6,1,8,1418,1983,10,345,0,9,13,0.725745046420829,0.40803917768807,-1.2271673341653193,-0.8860330828028711,-1.2430785263316837,-0.47744747934591886,0
7,1,8,1418,1983,10,345,0,9,13,1.115619762180364,0.40803917768807,-0.9919260971408362,-0.8860330828028711,-0.7593787416124268,-0.47744747934591886,0
8,1,8,3115,1986,7,55,0,9,95,-0.054004385098240966,-0.4652786547192247,-1.638839498958165,-0.7887673220327757,-0.029437022160784976,-0.47744747934591886,3
9,1,8,3139,1988,9,55,0,9,95,-0.054004385098240966,-0.4652786547192247,-1.638839498958165,-0.7887673220327757,0.11919356206598172,-0.47744747934591886,3
10,1,8,3118,1994,2,26,0,9,32,-0.054004385098240966,-0.4652786547192247,0.22838781992367063,0.11817017703973563,-0.5054055590633432,-0.47744747934591886,3
11,1,8,1113,1984,3,26,0,9,95,0.5308076885410615,0.40803917768807,0.1254697787254591,0.11817017703973563,-0.3161432121367409,-0.47744747934591886,0
12,1,8,1283,2001,5,510,0,9,95,-0.833753816617311,-1.0474905429907544,-0.16858176755514484,-0.9412379740507631,1.8709878962246613,-0.47744747934591886,2
13,1,8,1830,1992,10,110,0,9,276,0.725745046420829,0.40803917768807,-0.3891204272655979,-1.2514368867770134,-0.7064141935311832,-0.47744747934591886,0
14,1,8,2988,1996,9,510,0,9,201,-0.054004385098240966,-0.3197256826513422,1.3016759638478754,-0.9412379740507631,1.337779131897019,-0.47744747934591886,2
15,1,8,3126,2019,8,345,0,9,32,-1.4185658902566134,3.027992674909954,0.7135728712866674,-0.8860330828028711,-0.22764326549417938,-0.47744747934591886,0
16,1,8,1793,2019,2,26,0,9,32,-0.833753816617311,3.3190986190457186,0.7282754486006976,0.11817017703973563,0.13710248570647357,-0.47744747934591886,0
17,1,8,48,2002,12,510,0,9,95,-0.6388164587375434,-0.9019375709228721,-0.0215559944148427,-0.9412379740507631,1.9696899887103236,-0.47744747934591886,2
18,1,8,1023,2000,7,510,0,9,201,-1.0286911744970784,-0.6108316267871071,-1.2124647568512892,-0.9412379740507631,1.4680611147589706,-0.47744747934591886,2
19,1,8,3106,2003,3,26,0,9,32,-0.833753816617311,-0.9019375709228721,-0.16858176755514484,0.11817017703973563,-0.375115280395272,-0.47744747934591886,3
20,1,8,2354,1984,12,26,0,9,95,1.115619762180364,0.40803917768807,-0.006853417100812485,0.11817017703973563,0.19697237932161415,-0.47744747934591886,0
21,1,8,2354,1987,11,510,0,9,32,-0.833753816617311,-1.0474905429907544,-0.16858176755514484,-0.9412379740507631,1.5363593386917973,-0.47744747934591886,2
22,1,8,2354,1987,9,26,0,9,32,-0.054004385098240966,-0.4652786547192247,-0.8743054786285945,0.11817017703973563,-1.1870732783458688,-0.47744747934591886,3
23,1,8,2376,2006,6,55,0,9,95,-0.6388164587375434,-0.9019375709228721,0.6106548300884559,-0.7887673220327757,0.4563246877781684,-0.47744747934591886,3
24,1,8,2376,2006,6,55,0,9,95,-0.6388164587375434,-0.9019375709228721,0.5665470981463653,-0.7887673220327757,0.43070718630688226,-0.47744747934591886,3
25,1,8,2376,2006,6,55,0,9,95,-0.6388164587375434,-0.9019375709228721,0.5665470981463653,-0.7887673220327757,0.4533983813007456,-0.47744747934591886,3
26,1,8,107,2002,3,510,0,9,201,-0.44387910085777593,-0.7563845988549895,-0.16858176755514484,-0.9412379740507631,1.826652030005117,-0.47744747934591886,2
27,1,8,3138,1984,4,26,0,9,95,0.725745046420829,0.11693323355230513,-0.05096114904290313,0.11817017703973563,0.1136526418517441,-0.47744747934591886,0
28,1,8,3115,1986,1,55,0,9,95,-0.054004385098240966,-0.4652786547192247,0.46362905694815376,-0.7887673220327757,-0.4151856413728201,-0.47744747934591886,3
29,1,8,3115,1986,3,26,0,9,32,-0.054004385098240966,-0.4652786547192247,-0.9037106332566549,0.11817017703973563,-1.0479145481492982,-0.47744747934591886,3
30,1,8,3139,1997,12,510,0,9,201,-0.44387910085777593,-0.7563845988549895,1.0811373041374224,-0.9412379740507631,1.7271229656515865,-0.47744747934591886,2
31,1,44,1098,1996,9,89,0,4,171,-0.44387910085777593,-0.1741727105834598,-0.7125771281742623,-1.1909743868388458,-1.0080026683735577,-0.47744747934591886,3
32,1,44,1116,1996,9,515,0,145,206,-0.6388164587375434,-0.6108316267871071,-0.16858176755514484,-0.8071689524487397,-0.6188487772741931,-0.47744747934591886,3
33,1,44,2180,2009,8,351,0,132,275,-0.44387910085777593,-0.7563845988549895,1.0811373041374224,2.8652707177086465,0.1399954263473348,-0.47744747934591886,3
34,1,44,2162,2004,9,515,0,145,154,-0.6388164587375434,-0.9019375709228721,1.3898914277320567,-0.8071689524487397,-0.35916082780653513,1.3596372990917829,1
35,1,44,396,2005,7,89,0,4,171,0.14093297278152653,-0.1741727105834598,0.5665470981463653,-1.1909743868388458,-1.0136959914159367,-0.47744747934591886,3
36,1,44,1473,2003,12,515,0,145,206,0.335870330661294,1.5724629542311297,0.551844520832335,-0.8071689524487397,-0.732078130646785,-0.47744747934591886,0
37,1,44,1509,2004,6,515,0,145,275,-0.054004385098240966,0.5535921497559525,2.492584726284322,-0.8071689524487397,-0.734348572779411,-0.47744747934591886,0
